time_seconds,energy_db,pitch_hz,pitch_confidence,speaking_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,tempo
0.0,-16.031006,0.0,0.010000000009505967,0.0,3382.153020121992,2552.62991150505,6632.2265625,-217.74202,47.18518,-36.13025,[107.66601562]
0.023219954648526078,-11.697777,190.41804342135148,0.010037765502929686,0.0,3153.8566219662503,2573.3007664702127,6427.6611328125,-238.80167,62.92968,-24.321735,[107.66601562]
0.046439909297052155,-10.324032,192.63059450929475,0.011853505394683411,0.0,2121.725745189368,2342.7885402793463,4392.7734375,-314.6217,89.693436,-9.633894,[107.66601562]
0.06965986394557823,-10.88781,192.63059450929475,0.07797523762294817,0.7098061,1980.117998869274,2342.395898163301,4263.57421875,-289.6045,93.61572,-2.2433872,[107.66601562]
0.09287981859410431,-10.603039,193.74649219115264,0.07797523762294818,0.9876064,1822.1265701525574,2371.511131587046,4091.30859375,-321.55215,101.2269,9.002329,[107.66601562]
0.11609977324263039,-13.064156,198.27510177438265,0.0229442191246386,2.4573274,1737.6261185013946,2279.9325127037414,3875.9765625,-355.2101,106.13801,7.423868,[107.66601562]
0.13931972789115646,-15.828293,201.74088950502764,0.011853505394683411,0.4084791,1730.3176689818863,2264.9527189225378,4005.17578125,-359.83276,110.2622,4.466065,[107.66601562]
0.16253968253968254,-16.7123,0.0,0.01000123296498612,0.35133424,1841.5808982889034,2360.659684164479,4317.4072265625,-367.98883,107.10341,8.310968,[107.66601562]
0.18575963718820862,-16.031563,0.0,0.010073751764282884,0.97410566,1903.7235082536104,2449.1581457346533,4640.4052734375,-373.34186,103.15578,13.115835,[107.66601562]
0.2089795918367347,-15.796341,126.35681904967385,0.013100262550513395,0.5724056,1801.705250548281,2455.402089947216,4457.373046875,-371.85132,104.14537,18.00465,[107.66601562]
0.23219954648526078,-15.404503,126.35681904967385,0.01646758759311301,0.9403831,1524.354340682868,2266.7460062145155,3596.044921875,-383.0088,112.16995,17.489128,[107.66601562]
0.25541950113378686,-15.886299,126.35681904967385,0.011085791888943373,0.95325214,1578.3697555230451,2306.144715265058,3789.84375,-393.86832,113.81436,17.9589,[107.66601562]
0.2786394557823129,-17.600262,127.08879665595003,0.010073751764282884,0.57172096,1639.7185683533273,2382.353160076528,4102.0751953125,-399.14554,111.64971,21.023651,[107.66601562]
0.301859410430839,-18.044846,123.47082531403102,0.010000516719604523,0.41953373,1819.2142486829562,2556.573181547844,4801.904296875,-388.11755,105.20625,27.317173,[107.66601562]
0.3250793650793651,-18.630959,124.18608452867443,0.010000078102280324,0.62127274,2099.9064415079065,2772.9555262990775,5480.2001953125,-372.59396,95.26046,32.672028,[107.66601562]
0.34829931972789113,-18.080269,126.35681904967385,0.01000032860450166,1.5446146,2461.1291163543856,2931.0059622687086,6180.029296875,-367.95303,80.9456,36.74376,[107.66601562]
0.37151927437641724,-18.212639,127.82501456536237,0.01000419105279527,1.8554667,2670.3522066691476,2921.1518811542287,6255.3955078125,-359.816,74.35358,32.931816,[107.66601562]
0.3947392290249433,-19.057518,126.35681904967385,0.010006178555215434,1.3029963,2352.0388483583874,2800.559766418303,5663.232421875,-368.30212,83.72134,29.385166,[107.66601562]
0.4179591836734694,-18.992191,0.0,0.01000123296498612,1.4550617,3216.3375786288398,3256.7704727043683,7590.4541015625,-362.85815,66.19492,36.047745,[107.66601562]
0.44117913832199546,-20.032219,0.0,0.010000001546554298,0.7287864,3644.23348459868,3377.057763006198,8064.1845703125,-346.49802,59.68306,38.106728,[107.66601562]
0.46439909297052157,-20.094944,0.0,0.010000000009505967,1.5626749,3385.7431005925673,3234.5981906244165,7611.9873046875,-352.55313,63.987885,37.66223,[107.66601562]
0.4876190476190476,-19.95375,122.05264192746294,0.010000001546554295,2.102491,3456.112540898932,3199.1851212397396,7579.6875,-356.01718,59.251457,41.91799,[107.66601562]
0.5108390022675737,-19.268475,124.9054871977965,0.010000005216229449,0.6161088,2964.8043222461965,3086.525680628742,6987.5244140625,-361.73074,68.90303,36.303123,[107.66601562]
0.5340589569160997,-17.612125,128.565497341737,0.010000000101429396,0.98154545,2696.8024030382367,2755.6345953626505,6126.1962890625,-340.66577,80.034424,13.410898,[107.66601562]
0.5572789115646258,-10.684708,171.61434972294217,0.010000802780927255,0.8184551,2575.2493719727945,2603.7523578183614,5975.4638671875,-282.86554,93.835014,2.158466,[107.66601562]
0.5804988662131519,-6.732527,170.6259238017108,0.02031762855636058,2.7657733,2166.8718134383053,2527.0590204637856,5555.56640625,-238.8333,106.28962,7.194831,[107.66601562]
0.603718820861678,-4.6798286,169.64319079487348,0.07797523762294818,5.170545,1985.256153468458,2417.0156305569813,4791.1376953125,-226.46812,106.21158,-8.506137,[107.66601562]
0.626938775510204,-3.8435516,167.6946725581338,0.026168028608935752,4.0107994,1908.9600034747748,2317.9378368359507,4188.2080078125,-222.39207,107.17996,-11.582516,[107.66601562]
0.6501587301587302,-3.606413,159.19961611844158,0.015085587297504338,2.1002183,1672.3505781817212,2236.16248306782,3574.51171875,-237.68182,116.28754,1.3129549,[107.66601562]
0.6733786848072563,-4.335449,145.9866916572425,0.010622609040911531,1.9764467,1238.643721823444,2062.648549627305,2433.251953125,-288.1062,128.72067,18.05178,[107.66601562]
0.6965986394557823,-5.3180466,127.82501456536237,0.026168028608935752,0.7363466,1068.757867507561,1975.7637533660197,2196.38671875,-335.29315,129.40173,27.700365,[107.66601562]
0.7198185941043084,-6.05175,122.75968568932456,0.056071395445892624,0.3626837,1079.849313884494,1963.2509419648854,2131.787109375,-346.40836,131.6604,26.198092,[107.66601562]
0.7430385487528345,-6.865921,124.9054871977965,0.0229442191246386,0.15701278,1351.5137898162297,2184.5685251672985,3326.8798828125,-321.2265,125.0831,26.563368,[107.66601562]
0.7662585034013606,-7.509403,127.82501456536237,0.06608151270920702,0.8041086,1618.173461617438,2365.5504603345316,4414.306640625,-316.40356,109.81477,28.529684,[107.66601562]
0.7894784580498866,-7.337799,129.31026969119696,0.011422334250709078,2.670762,3075.1359102509605,3123.395262155855,7095.1904296875,-301.30356,48.140106,49.680138,[107.66601562]
0.8126984126984127,-6.833908,132.33275396903284,0.010009025493342988,1.5090078,5277.245522598821,2689.7322030413984,8128.7841796875,-256.31995,-31.02451,51.605583,[107.66601562]
0.8359183673469388,-7.7790794,0.0,0.01000000928748663,3.5242653,5552.258227197217,2393.1460318921054,8128.7841796875,-230.13132,-54.1261,37.15827,[107.66601562]
0.8591383219954648,-6.5133038,165.76853496220332,0.010000000814014906,5.6377034,5027.554965468065,2522.5091015189405,7655.0537109375,-225.214,-28.83406,23.653252,[107.66601562]
0.8823582766439909,-5.663391,155.56349186104043,0.010349055133375846,2.9591784,3095.86808342729,2773.39328181677,6599.9267578125,-230.57716,42.227768,9.516418,[107.66601562]
0.905578231292517,-5.182684,152.01041679645533,0.010622609040911534,2.1945164,1860.0150204747163,2278.626351606453,4005.17578125,-241.83708,93.500435,3.9159853,[107.66601562]
0.9287981859410431,-3.3184395,145.14587018501837,0.010467533617069907,3.2350774,1647.8827259645182,2161.2259453511124,3585.2783203125,-256.11533,105.84097,8.127155,[107.66601562]
0.9520181405895691,-2.5648346,138.591315488436,0.06608151270920701,2.026173,1372.1868362014561,2059.8391684649123,3197.6806640625,-291.79752,109.75987,12.207159,[107.66601562]
0.9752380952380952,-2.3359566,136.99945845947047,0.42606232904328145,0.81955814,1451.6638044211636,2199.9944291650127,3359.1796875,-291.31265,106.16675,16.485823,[107.66601562]
0.9984580498866213,-2.5315285,134.6458897635121,0.2796051653363589,0.49660134,2057.0066127978116,2615.6090717920147,4521.97265625,-239.23598,94.63611,11.369799,[107.66601562]
1.0216780045351475,-3.6444721,133.87038650376502,0.020317628556360583,1.6890967,2276.004103048284,2708.0889790517344,5458.6669921875,-222.0749,89.3936,11.505612,[107.66601562]
1.0448979591836736,-5.1178627,130.8127826502993,0.010073751764282884,4.6437335,2174.3698243156696,2650.108554903557,5092.6025390625,-248.36603,89.91818,19.033752,[107.66601562]
1.0681179138321995,-7.0743237,117.21605517913326,0.010013068846238975,1.9444995,1837.2321016404037,2483.117529923243,4705.0048828125,-282.41086,92.357346,25.818275,[107.66601562]
1.0913378684807256,-7.6468315,109.99999999999999,0.01000020633903134,0.52168846,1642.3798779214533,2243.531096957076,4005.17578125,-281.14142,109.37994,9.544272,[107.66601562]
1.1145578231292517,-7.910118,109.99999999999999,0.010000802780927255,0.28980273,1570.9524435007902,1987.6203105467039,3337.646484375,-269.45633,127.272064,-4.558007,[107.66601562]
1.1377777777777778,-8.202095,0.0,0.010009025493342986,1.8254277,1567.3243690422507,2007.9472636111439,3337.646484375,-280.36334,127.53233,2.9801333,[107.66601562]
1.1609977324263039,-7.4944496,0.0,0.011422334250709073,2.4710834,1595.340240564807,2049.111163909776,3477.6123046875,-291.9534,121.86766,6.4202213,[107.66601562]
1.18421768707483,-6.696598,210.06515286029162,0.022944219124638603,0.7499968,1538.1211588968754,1955.3539124884362,2971.58203125,-287.11465,125.70685,4.206868,[107.66601562]
1.207437641723356,-6.461302,206.4563592676515,0.016467587593113005,0.8761251,1480.4101436885583,1846.6611326998188,2788.5498046875,-279.5268,128.7206,-2.3295085,[107.66601562]
1.230657596371882,-6.9806805,204.08500572708806,0.018187375734912182,1.6994481,1520.163721035122,1875.8483008391652,2939.2822265625,-271.70123,128.89531,-1.5760189,[107.66601562]
1.253877551020408,-8.101982,201.74088950502764,0.015085587297504338,1.8763388,1551.3302117119551,1934.7220198153677,3348.4130859375,-283.96783,127.69969,1.343312,[107.66601562]
