timestamp,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU28
0.0,6.135790044936584e-06,8.176497431122698e-06,4.979869572707685e-06,1.0209003448835574e-05,0.8671520948410034,2.489936150595895e-06,3.649938858096835e-12,1.8674531929718796e-06,0.9635023474693298,0.5781014561653137,6.863290764158592e-06,4.2895580918411724e-06,1.2227841580170207e-05,3.112417289230507e-06,8.17376439954387e-06,1.0214470421487931e-05,6.113920790085103e-06
1.0010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0040000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.006,0.2196667492389679,0.29210129380226135,1.959787887528819e-09,0.36311793327331543,2.1552486941800453e-06,9.798939437644094e-10,2.2906920877702395e-23,7.349205133344583e-10,2.3947209228936117e-06,1.4368325764735346e-06,6.637456681346521e-05,4.148410516791046e-05,0.4317714273929596,1.2248674297055118e-09,0.2916286587715149,0.36406320333480835,0.2158857136964798
7.007000000000001,0.38324815034866333,0.47896337509155273,4.8658876039553434e-08,0.517017126083374,0.0018492595991119742,2.4329438019776717e-08,1.838908321693933e-18,1.8247078514832538e-08,0.0020547329913824797,0.0012328398879617453,2.482055151631357e-06,1.5512844129261794e-06,0.4589684009552002,3.0411797524720896e-08,0.4597429037094116,0.5554580688476562,0.2294842004776001
8.008000000000001,0.03565891087055206,0.04696320369839668,0.05014416575431824,0.057219892740249634,0.03136393427848816,0.049216464161872864,0.06438501924276352,0.05502063408493996,0.03484881669282913,0.02090929076075554,0.496431440114975,0.3344140350818634,0.06573057174682617,0.01121978648006916,0.04661400243639946,0.05791829898953438,0.032865285873413086
9.009,0.03519435226917267,0.04683048650622368,0.054451003670692444,0.058295056223869324,0.009843522682785988,0.03172839432954788,0.012007717974483967,0.027173466980457306,0.010937247425317764,0.006562348920851946,0.4056306481361389,0.2580220401287079,0.06947369873523712,0.030279463157057762,0.04677329957485199,0.058409433811903,0.03473684936761856
