timestamp,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU28
0.0,0.00784595962613821,0.010453172959387302,0.006834445521235466,0.013045797124505043,0.0009245805558748543,0.003422337817028165,1.3639606549986638e-05,0.002570589305832982,0.0010273117804899812,0.0006163871148601174,0.7094240784645081,0.4433951675891876,0.015614104457199574,0.004267266020178795,0.01044830959290266,0.013055523857474327,0.007807052228599787
1.0010000000000001,0.0028212617617100477,0.003761611646041274,0.0018588131060823798,0.004701835103332996,4.954012911184691e-05,0.0009303900296799839,2.62264416051039e-06,0.00069853023160249,5.5044587497832254e-05,3.3026753953890875e-05,0.7821840643882751,0.48886603116989136,0.005641846917569637,0.001160938641987741,0.0037615695036947727,0.004701919388025999,0.0028209234587848186
2.0020000000000002,0.7806401252746582,0.8797452449798584,0.0007156119681894779,0.688855767250061,0.007234054151922464,0.00035785901127383113,1.414233850027813e-07,0.0002684340288396925,0.008037838153541088,0.004822703078389168,4.394956249598181e-06,2.7998814857710386e-06,0.014641848392784595,0.0004472132713999599,0.7830803990364075,0.8821855783462524,0.007320924196392298
3.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0040000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.006,2.220080659753876e-06,2.88506680590217e-06,6.191892794049636e-07,3.4149786642956315e-06,0.8952544331550598,3.1061699701240286e-07,2.7262485602363995e-09,2.3372950863631559e-07,0.9947271943092346,0.5968363285064697,0.00019892922136932611,0.0001243317819898948,3.719767846632749e-06,3.8614135178249853e-07,2.8400420433172258e-06,3.5050279620918445e-06,1.8598839233163744e-06
7.007000000000001,0.0008803012315183878,0.00116233981680125,5.622614480671473e-05,0.0014238674193620682,0.8844486474990845,2.812039565469604e-05,1.9532867767679818e-08,2.109579145326279e-05,0.9827207326889038,0.5896324515342712,0.0026610917411744595,0.0016631896141916513,0.0016512098954990506,3.5135235521011055e-05,0.001155502744950354,0.0014375414466485381,0.0008256049477495253
8.008000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.009,9.623803885426761e-19,1.2831738513902348e-18,0.007706120610237122,1.6039673142377935e-18,1.6731222306983835e-20,0.003853060305118561,3.642924872680672e-19,0.0028897952288389206,1.8590247725798543e-20,1.115414928171398e-20,0.00323344930075109,0.00202090572565794,1.9247607770853522e-18,0.004816325381398201,1.2831738513902348e-18,1.6039673142377935e-18,9.623803885426761e-19
