timestamp,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0040000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.007000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.008000000000001,0.00012274918844923377,0.0001625002914806828,0.0015773678896948695,0.00020015389600303024,5.035631329519674e-05,0.0007886839448474348,6.310639510953564e-12,0.0005915129440836608,5.595145921688527e-05,3.357087553013116e-05,0.012539796531200409,0.007837372832000256,0.0002343116357224062,0.0009858548874035478,0.00016180111560970545,0.0002015522331930697,0.0001171558178612031
9.009,4.3458516302052885e-05,5.766801041318104e-05,0.00017628191562835127,7.137947977753356e-05,6.5072022152889986e-06,8.814095781417564e-05,1.0488099511053381e-13,6.610572017962113e-05,7.230225037346827e-06,4.338135113357566e-06,0.024457518011331558,0.015285948291420937,8.426092972513288e-05,0.00011017619544873014,5.750200216425583e-05,7.171149627538398e-05,4.213046486256644e-05
10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.011000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.014000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.016000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.017,0.10112282633781433,0.13479620218276978,0.09237008541822433,0.16840799152851105,0.017793841660022736,0.04619027301669121,1.3945776117907371e-05,0.03464663028717041,0.01977093517780304,0.011862562038004398,0.41971632838249207,0.2623279094696045,0.2019171267747879,0.05772694572806358,0.13477566838264465,0.1684490591287613,0.10095856338739395
18.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.019000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.022000000000002,0.25001004338264465,0.31710729002952576,0.19640502333641052,0.35497361421585083,0.00783958937972784,0.09912258386611938,0.002453515538945794,0.07503198832273483,0.008710655383765697,0.0052263932302594185,0.03739897534251213,0.024294428527355194,0.34412166476249695,0.12198641896247864,0.3073636591434479,0.374460905790329,0.17206083238124847
23.023,0.25431686639785767,0.33888450264930725,0.020509080961346626,0.4230838418006897,0.062319327145814896,0.010364571586251259,0.00029341617482714355,0.00785595178604126,0.06924369931221008,0.04154622182250023,0.046276744455099106,0.02903299406170845,0.5066694021224976,0.012726482935249805,0.33876174688339233,0.4233293831348419,0.2533347010612488
24.024,0.19972488284111023,0.2656227946281433,0.11547263711690903,0.330301970243454,0.13064496219158173,0.05810205265879631,0.0009752916521392763,0.043850839138031006,0.14516107738018036,0.08709664642810822,0.036741748452186584,0.023329326882958412,0.3929499685764313,0.07186561822891235,0.26521655917167664,0.33111444115638733,0.19647498428821564
25.025000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.028000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
