frame,timestamp,left_hand_velocity,right_hand_velocity,avg_hand_velocity,gesture_frequency_cumulative,face_touches_cumulative,smoothness_cumulative,current_smoothness_left,current_smoothness_right,hands_detected,face_detected,is_black_frame,gesture_change,face_touch
530,17.684333333333335,0.0,0.0,0.0,0,0,1.0,1.0,1.0,True,True,False,False,False
650,21.688333333333333,0.0,7779.071304522035,7779.071304522035,0,0,1.0,1.0,1.0,True,False,False,False,False
660,22.022000000000002,0.0,1510.6071131718606,1510.6071131718606,0,0,1.0,1.0,1.0,True,True,False,False,False
670,22.355666666666668,0.0,109.03419691687772,109.03419691687772,0,0,0.9529003676346545,1.0,0.058007352693088134,True,False,False,False,False
680,22.689333333333334,0.0,56.817551698002546,56.817551698002546,0,0,0.9120075693039971,1.0,0.08794476865616156,True,False,False,False,False
690,23.023,0.0,5.145641894481474,5.145641894481474,0,0,0.886181564992718,1.0,0.307495052382412,True,False,False,False,False
790,26.359666666666666,0.0,0.0,0.0,0,0,0.8975634084934463,1.0,1.0,True,True,False,False,False
800,26.693333333333335,787.8986871074299,0.0,787.8986871074299,0,0,0.9078070676441017,1.0,1.0,True,True,False,False,False
810,27.027,395.21848714201445,0.0,395.21848714201445,0,0,0.8704393441777438,0.0682596659610457,1.0,True,True,False,False,False
820,27.360666666666667,120.04989778685953,0.0,120.04989778685953,0,0,0.8396290321185224,0.12467244717105885,1.0,True,True,False,False,False
830,27.694333333333333,288.31493649130084,0.0,288.31493649130084,0,0,0.8420456586524501,0.7275905949155971,1.0,True,True,False,False,False
840,28.028000000000002,35.764133255721454,0.0,35.764133255721454,0,0,0.8457495323172725,0.7581687906013472,1.0,True,True,False,False,False
850,28.361666666666668,54.30654371468454,0.0,54.30654371468454,0,0,0.8438325296196949,0.6531590106829942,1.0,True,True,False,False,False
860,28.695333333333334,48.857550359996026,0.0,48.857550359996026,0,0,0.8448538185012253,0.7080908368699973,1.0,True,True,False,False,False
870,29.029,14.055741118590047,0.0,14.055741118590047,0,0,0.8570618663878491,0.9338685947349264,1.0,True,True,False,False,False
880,29.362666666666666,127.72742020987337,0.0,127.72742020987337,0,0,0.8637087659172495,0.8470617233637067,1.0,True,True,False,False,False
890,29.696333333333335,304.6610446218578,0.0,304.6610446218578,0,0,0.8677542344253695,0.8083269019968977,1.0,True,True,False,False,False
900,30.03,0.0,0.0,0.0,0,0,0.837129789934954,1.0,0.12301957904242954,True,False,False,False,False
1120,37.370666666666665,0.0,0.0,0.0,0,0,0.8086618714587558,0.10490121034594367,1.0,True,False,False,False,False
1200,40.04,0.0,0.0,0.0,0,0,0.7812031557309103,1.0,0.06814942836060092,True,False,False,False,False
1210,40.373666666666665,0.0,216.8132326511542,216.8132326511542,0,0,0.7565534448707754,1.0,0.0694120942591212,True,False,False,False,False
1220,40.70733333333333,0.0,52.823620731613794,52.823620731613794,0,0,0.7342057134408982,1.0,0.06615226114400981,True,False,False,False,False
1230,41.041000000000004,0.0,123.92346708201855,123.92346708201855,0,0,0.71672997883233,1.0,0.11889673471043256,True,False,False,False,False
1240,41.37466666666667,0.0,63.90356265802298,63.90356265802298,0,0,0.7376661580442785,1.0,0.85218354190363,True,False,False,False,False
1250,41.708333333333336,0.0,48.606782834097025,48.606782834097025,0,0,0.7596410902936517,1.0,0.9148309610760184,True,True,False,False,False
1260,42.042,0.0,345.371865430119,345.371865430119,0,0,0.7660562899695761,1.0,0.6475861741057906,True,True,False,False,False
1270,42.37566666666667,0.0,1268.9720463819947,1268.9720463819947,0,0,0.7593285879128691,1.0,0.39755853880501085,True,True,False,False,False
1280,42.70933333333333,0.0,3042.627768591678,3042.627768591678,0,0,0.7478301347612547,1.0,0.28868811279344925,True,True,False,False,False
1330,44.37766666666667,0.0,6922.414362217868,6922.414362217868,0,1,0.7314761176416382,1.0,0.1685799271301789,True,True,False,False,True
1340,44.711333333333336,0.0,1430.0469980893433,1430.0469980893433,0,2,0.7152690457002355,1.0,0.13881079645522293,True,True,False,False,True
1350,45.045,0.0,761.0052024374406,761.0052024374406,0,2,0.6980020874598505,1.0,0.08519892659276916,True,True,False,False,False
1360,45.37866666666667,0.0,1066.4998723891547,1066.4998723891547,0,2,0.6833813834571509,1.0,0.10359009486570848,True,True,False,False,False
1450,48.38166666666667,0.0,0.0,0.0,0,2,0.6684848022848419,0.06883114346812001,1.0,True,True,False,False,False
1460,48.715333333333334,1358.313015816625,0.0,1358.313015816625,0,2,0.6594743044952294,0.15675964877743356,1.0,True,True,False,False,False
1470,49.049,3299.817140016218,0.0,3299.817140016218,0,2,0.6796991550442344,0.7234456199705577,1.0,True,True,False,False,False
1500,50.050000000000004,0.0,0.0,0.0,0,2,0.6670157035327685,1.0,0.10572927985915116,True,False,False,False,False
1510,50.38366666666667,0.0,0.0,0.0,0,2,0.6627045548250801,0.24780843291176743,1.0,True,False,False,False,False
3530,117.78433333333334,0.0,0.0,0.0,0,2,0.6508441222705456,1.0,0.08820045855946888,True,False,False,False,False
3560,118.78533333333334,0.0,0.0,0.0,0,2,0.6395911430103938,0.07662865933805563,1.0,True,False,False,False,False
3570,119.119,1687.3366539442727,0.0,1687.3366539442727,0,2,0.6294439536916078,0.07623849964506701,1.0,True,False,False,False,False
3630,121.121,0.0,0.0,0.0,0,2,0.6236094016253592,1.0,0.14219686605824305,True,False,False,False,False
3640,121.45466666666667,0.0,2573.6013831666814,2573.6013831666814,0,2,0.6221787784706665,1.0,0.2186063401568656,True,False,False,False,False
3660,122.122,0.0,3691.1935772089864,3691.1935772089864,0,2,0.6441081448600172,1.0,0.6829448847283489,True,False,False,False,False
3680,122.78933333333333,0.0,0.0,0.0,0,2,0.6328329173163396,0.06271173884648212,1.0,True,True,False,False,False
3730,124.45766666666667,5312.524997752197,0.0,5312.524997752197,0,2,0.6223208199213284,0.05542388673245312,1.0,True,True,False,False,False
3740,124.79133333333334,316.22116740990634,0.0,316.22116740990634,0,2,0.6157327891023335,0.11288102346275898,1.0,True,True,False,False,False
3750,125.125,282.5060858959973,0.0,282.5060858959973,0,2,0.6083111806196958,0.08303340855191214,1.0,True,True,False,False,False
3760,125.45866666666667,0.0,0.0,0.0,0,2,0.6164804823741556,1.0,0.38000839632858985,True,True,False,False,False
3770,125.79233333333333,0.0,75.53086126673011,75.53086126673011,0,2,0.626732114520418,1.0,0.4379936076735568,True,True,False,False,False
3780,126.126,0.0,527.0511662671324,527.0511662671324,0,2,0.6291799833667542,1.0,0.3024216059675589,True,True,False,False,False
4020,134.13400000000001,0.0,3352.617390502527,3352.617390502527,0,2,0.6232261460113979,1.0,0.13928321962638307,True,True,False,False,False
4030,134.46766666666667,0.0,3582.85702402907,3582.85702402907,0,2,0.6162853326403603,1.0,0.10763602460204395,True,True,False,False,False
4040,134.80133333333333,0.0,136.2081936656247,136.2081936656247,0,2,0.6093314823281722,1.0,0.09349365903695832,True,True,False,False,False
4280,142.80933333333334,0.0,12005.8198010449,12005.8198010449,0,2,0.5537246580069813,0.05755092976040798,0.048975548472118206,True,False,False,False,False
4310,143.81033333333335,6629.878915593146,0.0,6629.878915593146,0,2,0.5517276177008636,0.06750850989160831,1.0,True,True,False,False,False
4320,144.144,399.22559845530446,0.0,399.22559845530446,0,2,0.5499621344191871,0.06814556976819611,1.0,True,True,False,False,False
4330,144.47766666666666,86.69240786920051,0.0,86.69240786920051,0,2,0.5476210354627423,0.05310228970947818,1.0,True,True,False,False,False
4340,144.81133333333332,41.7790243137001,0.0,41.7790243137001,0,2,0.5472759413836036,0.08834018934270854,1.0,True,True,False,False,False
4350,145.145,109.23015908749893,0.0,109.23015908749893,0,2,0.5762392641485522,0.6738183380661793,1.0,True,True,False,False,False
4460,148.81533333333334,93.42073839904778,0.0,93.42073839904778,0,2,0.6131089793072331,0.8898728314707225,1.0,True,True,False,False,False
4470,149.149,54.400224211635326,0.0,54.400224211635326,0,2,0.6462472894332378,0.8889841611345624,1.0,True,True,False,False,False
4480,149.48266666666666,171.98124902527584,0.0,171.98124902527584,0,2,0.6743653130110895,0.8548550504235066,1.0,True,True,False,False,False
4490,149.81633333333335,20.58256757793062,0.0,20.58256757793062,0,2,0.6990346035942734,0.8421164376858559,1.0,True,True,False,False,False
4500,150.15,111.14329940024231,0.0,111.14329940024231,0,2,0.722312127318922,0.8636196816815179,1.0,True,True,False,False,False
4710,157.157,0.0,0.0,0.0,0,2,0.7018687666857203,1.0,0.035757041973808364,True,False,False,False,False
4720,157.49066666666667,0.0,6005.285451697076,6005.285451697076,0,2,0.684509970498703,1.0,0.05656160963109366,True,True,False,False,False
4730,157.82433333333333,0.0,4954.124953476557,4954.124953476557,0,2,0.6337194966895724,0.19019993395408702,0.1630105308607048,True,True,False,False,False
4740,158.15800000000002,0.0,1102.7430388546509,1102.7430388546509,0,2,0.6274491650523667,1.0,0.1420323606350312,True,True,False,False,False
4750,158.49166666666667,0.0,1300.4229245918416,1300.4229245918416,0,2,0.6189533132122658,1.0,0.0849812933027131,True,True,False,False,False
4760,158.82533333333333,0.0,151.94898420672138,151.94898420672138,0,2,0.6128171335030071,1.0,0.11518303223936018,True,True,False,False,False
