frame,timestamp,left_hand_velocity,right_hand_velocity,avg_hand_velocity,gesture_frequency_cumulative,face_touches_cumulative,smoothness_cumulative,current_smoothness_left,current_smoothness_right,hands_detected,face_detected,is_black_frame,gesture_change,face_touch
920,30.697333333333333,0.0,0.0,0.0,0,0,1.0,1.0,1.0,True,True,False,False,False
930,31.031,0.0,6486.094600441603,6486.094600441603,0,0,1.0,1.0,1.0,True,True,False,False,False
940,31.36466666666667,1485.1114672168262,1676.7214459039255,1580.916456560376,0,0,1.0,1.0,1.0,True,True,False,False,False
950,31.698333333333334,430.99993666990326,238.07658421327105,334.53826044158717,0,0,0.9540826335691264,1.0,0.08165267138252756,True,True,False,False,False
960,32.032000000000004,257.74478644619313,172.2593301806269,215.00205831341003,0,0,0.8769768068728624,0.2538635414729352,0.11218519174003869,True,True,False,False,False
1460,48.715333333333334,0.0,4644.3129982311,4644.3129982311,0,1,0.8439777537943269,1.0,0.093972552175016,True,True,False,False,True
1470,49.049,0.0,1399.2223597695831,1399.2223597695831,0,2,0.8143885702968094,1.0,0.09617183763830506,True,True,False,False,True
1480,49.382666666666665,0.0,511.31813369094016,511.31813369094016,0,3,0.7901134927543217,1.0,0.14327558974386348,True,True,False,False,True
1760,58.72533333333333,0.0,2210.0180581637446,2210.0180581637446,0,4,0.7690572763325456,1.0,0.1591026570731215,True,True,False,False,True
1770,59.059000000000005,0.0,1572.8399109914135,1572.8399109914135,0,5,0.7542767300749523,1.0,0.24250362751322463,True,True,False,False,True
2170,72.40566666666666,0.0,14587.064784738788,14587.064784738788,0,5,0.7309839834054155,1.0,0.04269852675916732,True,True,False,False,False
2370,79.07900000000001,0.0,9146.328558532972,9146.328558532972,0,6,0.7093439852277091,1.0,0.02916800325670356,True,True,False,False,True
2390,79.74633333333334,0.0,0.0,0.0,0,6,0.690491529501108,0.04163885592339746,1.0,True,True,False,False,False
2860,95.42866666666667,0.0,0.0,0.0,0,6,0.6740249956692268,1.0,0.05165238236459191,True,True,False,False,False
3110,103.77033333333334,0.0,4922.894025446779,4922.894025446779,0,6,0.6119195310475762,0.03332530290289131,0.0726153960025502,True,True,False,False,False
