frame,timestamp,left_hand_velocity,right_hand_velocity,avg_hand_velocity,gesture_frequency_cumulative,face_touches_cumulative,smoothness_cumulative,current_smoothness_left,current_smoothness_right,hands_detected,face_detected,is_black_frame,gesture_change,face_touch
960,32.032000000000004,0.0,0.0,0.0,0,0,1.0,1.0,1.0,True,False,False,False,False
970,32.36566666666667,0.0,472.8243382157498,472.8243382157498,0,0,1.0,1.0,1.0,True,False,False,False,False
980,32.699333333333335,111.17078403967786,0.0,111.17078403967786,0,0,1.0,1.0,1.0,True,False,False,False,False
990,33.033,100.99503932041627,0.0,100.99503932041627,0,0,1.0,1.0,1.0,True,False,False,False,False
1000,33.36666666666667,175.25424784368388,0.0,175.25424784368388,0,0,0.9911920940084442,0.8238418801688835,1.0,True,False,False,False,False
1010,33.70033333333333,711.4410878620786,0.0,711.4410878620786,0,0,0.9687031658737156,0.5326056253223168,1.0,True,False,False,False,False
1020,34.034,819.564864683376,0.0,819.564864683376,0,0,0.941955183886322,0.4024466919995591,1.0,True,False,False,False,False
1030,34.367666666666665,1163.7536910496594,0.0,1163.7536910496594,0,0,0.921478976093495,0.4743862119161031,1.0,True,False,False,False,False
1070,35.702333333333335,4627.739531164484,0.0,4627.739531164484,0,0,0.8869083325190561,0.15154508069821027,1.0,True,False,False,False,False
1080,36.036,3529.147758278979,0.0,3529.147758278979,0,0,0.8531430606760906,0.09851122817880145,1.0,True,False,False,False,False
1090,36.36966666666667,0.0,0.0,0.0,0,0,0.8678287546084815,1.0,1.0,True,False,False,False,False
1100,36.70333333333333,0.0,314.55826996261777,314.55826996261777,0,0,0.8637666552430054,1.0,0.6544155219074413,True,False,False,False,False
1110,37.037,0.0,13.157620175955964,13.157620175955964,0,0,0.8307872127961679,1.0,0.06794446154925941,True,False,False,False,False
1120,37.370666666666665,0.0,302.8809052101839,302.8809052101839,0,0,0.801163118111354,1.0,0.06909253189605898,True,False,False,False,False
1130,37.70433333333333,0.0,36.385182771460585,36.385182771460585,0,0,0.818295377700277,1.0,0.9449714280011687,True,False,False,False,False
1680,56.056000000000004,0.0,11488.531433057151,11488.531433057151,0,0,0.7890038923218997,1.0,0.050761047833006834,True,False,False,False,False
1700,56.723333333333336,0.0,1694.3959462759747,1694.3959462759747,0,0,0.7623329081325183,1.0,0.04458810085617076,True,False,False,False,False
1710,57.057,0.0,40.817324521405645,40.817324521405645,0,0,0.7389819140635018,1.0,0.05764593488470653,True,False,False,False,False
1980,66.066,0.0,4311.376427907551,4311.376427907551,0,0,0.7177226408331931,1.0,0.05277836352083005,True,False,False,False,False
1990,66.39966666666666,0.0,1469.3522978455774,1469.3522978455774,0,0,0.6569386851204736,0.09072172562096666,0.12904444179102806,True,False,False,False,False
2460,82.08200000000001,0.0,6979.338047545873,6979.338047545873,0,0,0.6476269899700513,1.0,0.1276434672325026,True,False,False,False,False
2470,82.41566666666667,0.0,2206.4929119922826,2206.4929119922826,0,0,0.6403483735716814,1.0,0.14968165197270428,True,False,False,False,False
2480,82.74933333333334,0.0,760.8499564323421,760.8499564323421,0,0,0.6327397109503569,1.0,0.12852349471687022,True,False,False,False,False
2490,83.083,0.0,505.4368039907542,505.4368039907542,0,0,0.6253228847758833,1.0,0.11714289841124054,True,False,False,False,False
2500,83.41666666666667,0.0,525.9970609452964,525.9970609452964,0,0,0.6275943884558044,1.0,0.2960758431501881,True,False,False,False,False
2790,93.093,0.0,0.0,0.0,0,0,0.6194427869893174,0.09215674758187031,1.0,True,False,False,False,False
2800,93.42666666666666,986.9659784516805,0.0,986.9659784516805,0,0,0.6104527003635438,0.059083841463161244,1.0,True,False,False,False,False
2810,93.76033333333334,839.6327805389116,0.0,839.6327805389116,0,0,0.6011203576939769,0.034258547335748284,1.0,True,False,False,False,False
2820,94.09400000000001,6026.561977761703,0.0,6026.561977761703,0,0,0.5929731865587555,0.03929729268352655,1.0,True,False,False,False,False
2830,94.42766666666667,1624.4218661012012,0.0,1624.4218661012012,0,0,0.5883413457757494,0.0933095574573864,1.0,True,False,False,False,False
2840,94.76133333333334,715.4833830824622,0.0,715.4833830824622,0,0,0.5856518955269536,0.12289368657558265,1.0,True,False,False,False,False
2850,95.095,3970.463137890007,0.0,3970.463137890007,0,0,0.5344066577729619,0.09309423629625038,0.053304799677820605,True,False,False,False,False
2870,95.76233333333333,6041.732187838858,0.0,6041.732187838858,0,0,0.5382241471299363,0.1451631026854109,1.0,True,False,False,False,False
3290,109.77633333333334,0.0,0.0,0.0,0,0,0.5361610632664862,1.0,0.03518661699086945,True,False,False,False,False
3300,110.11,0.0,0.0,0.0,0,0,0.5424634225210846,0.19836931162493968,1.0,True,False,False,False,False
3310,110.44366666666667,0.0,0.0,0.0,0,0,0.5415570836685537,1.0,0.06680006799155076,True,False,False,False,False
3320,110.77733333333333,0.0,0.0,0.0,0,0,0.5427107729873075,0.10618795371218337,1.0,True,False,False,False,False
3330,111.111,180.36868056554013,0.0,180.36868056554013,0,0,0.541901792287874,0.06924193198594536,1.0,True,False,False,False,False
3350,111.77833333333334,0.0,0.0,0.0,0,0,0.5442519254229309,1.0,0.13080624727688495,True,False,False,False,False
3380,112.77933333333334,0.0,1953.0395227054369,1953.0395227054369,0,0,0.5474568078067381,1.0,0.1526014985220067,True,False,False,False,False
3510,117.117,0.0,4012.5168510566737,4012.5168510566737,0,0,0.555456313675276,1.0,0.2549037329842343,True,False,False,False,False
3520,117.45066666666666,0.0,9304.756262061856,9304.756262061856,0,0,0.5576149835092193,1.0,0.15408602402941796,True,False,False,False,False
